1321,700,1,,SAR,فرق الايام لاستلامه راتب رمضان كامل لعام1434هـ لصالح المدينة 8,2,8/5/2013 12:00:00 AM,10/1/2013 12:00:00 AM,,
1793,1000,1,,SAR,نقل كفالة لصالح الادارة بموجب التعميد المرفق بملفه,2,11/20/2013 12:00:00 AM,1/1/2014 12:00:00 AM,,
0613,5000,1,,SAR,تجديد اقامة لصالح سلطان منصور بموجب تعميد الادارة,2,12/28/2013 12:00:00 AM,3/1/2014 12:00:00 AM,,
1843,8000,1,,SAR,نقل كفالة لصالح فرع الخميس 3 بموجب التعميد المرفق بملفه,2,12/28/2013 12:00:00 AM,3/1/2014 12:00:00 AM,,
1865,4000,1,,SAR,نقل كفالة لصالح الادارة بموجب التعميد المرفق بملفه,2,2/24/2014 12:00:00 AM,4/1/2014 12:00:00 AM,,
1831,10150,1,,SAR,نقل كفالة بموجب كشف قسم الحسابات لصالح الادارة 0+700 سلفه نقد,2,2/27/2014 12:00:00 AM,5/1/2014 12:00:00 AM,,
1876,8500,1,,SAR,نقل كفالةوتغيرمهنة لصالح الادارة بموجب التعميد المرفق بملفه,2,4/16/2014 12:00:00 AM,6/1/2014 12:00:00 AM,,
1860,3300,1,,SAR,تجديد اقامة لصالح صبيا 1 بموجب التعميد المرفق بملفه,2,4/16/2014 12:00:00 AM,6/1/2014 12:00:00 AM,,
1884,3300,1,,SAR,تجديد اقامة لصالح الادارة بموجب التعميد المرفق بملفة,2,5/4/2014 12:00:00 AM,7/1/2014 12:00:00 AM,,
0002,10000,1,,SAR,ءنلمينلنكلنيبملنكميبن,2,5/7/2014 12:00:00 AM,7/11/2014 12:00:00 AM,,
1886,3513,1,,SAR,تأمين صحي للزوجة,2,6/9/2014 12:00:00 AM,8/1/2014 12:00:00 AM,,
1898,7390,1,,SAR,سلفة لنقل الكفالة شيك رقم 4271  ( 7000) + تذكرة سفر ( 390),2,6/18/2014 12:00:00 AM,8/1/2014 12:00:00 AM,,
1899,2800,1,,SAR,سلفة بشيك رقم 1034 نقل كفالة (2000)+ شيك رقم 1036 لـ (800),2,7/7/2014 12:00:00 AM,8/19/2014 12:00:00 AM,,
1906,4000,1,,SAR,صرف شيك رقم 1922 لنقل الكفالة,2,7/17/2014 12:00:00 AM,9/9/2014 12:00:00 AM,,
1893,1600,1,,SAR,قييمة 6 ايام منصرفه ضمن شهر 9 كاملا واخذ اجازته بتاريخ 09/25,2,7/26/2014 12:00:00 AM,10/1/2014 12:00:00 AM,,
1907,5000,1,,SAR,صرف شيك رقم 02 تجديد اقامة,2,8/20/2014 12:00:00 AM,10/1/2014 12:00:00 AM,,
7161,213,1,,SAR,خصم قيمة 4 ايام من شهر 1435/12هـ اخذ اجازة وصرف الراتب كاملا,2,10/25/2014 12:00:00 AM,1/1/2015 12:00:00 AM,,
1823,50,1,,SAR,قيمة فرق المصروف له من فرق زيادة الراتب  29 من 30 يوم  1500,2,12/24/2014 12:00:00 AM,3/1/2015 12:00:00 AM,,
1839,5000,1,,SAR,شيك رقم 2175 من الإدارة سلفة نقل كفالة وتم عمل كمبيالة,2,1/8/2015 12:00:00 AM,1/10/2015 12:00:00 AM,,
1648,165,1,,SAR,فرق تامينات اجتماعية عن شهر 03-1436 ( 3000-135) = 165,2,1/18/2015 12:00:00 AM,4/1/2015 12:00:00 AM,,
1839,7950,1,,SAR,شيك رقم 2205  رسوم تكملة نقل كفالة,2,2/9/2015 12:00:00 AM,4/18/2015 12:00:00 AM,,
1916,2000,1,,SAR,شيك رقم 2209 سلفة رسوم نقل كفالة اول مرة,2,2/14/2015 12:00:00 AM,4/25/2015 12:00:00 AM,,
1922,5000,1,,SAR,شيك رقم 2210 سلفة من الإدارة لتجديد اقامة,2,2/18/2015 12:00:00 AM,4/25/2015 12:00:00 AM,,
1931,4000,1,,SAR,شيك رقم 2110 سلفة علية باقي  رسوم نقل كفالة,2,2/22/2015 12:00:00 AM,5/1/2015 12:00:00 AM,,
1921,800,1,,SAR,شيك رقم 2218 تجديد اقامة من الإدارة,2,3/5/2015 12:00:00 AM,5/1/2015 12:00:00 AM,,
1929,3000,1,,SAR,شيك رقم 2224 من الإدارة 2000 رسوم نقل 1000 تغيير مهنة .,2,3/5/2015 12:00:00 AM,5/1/2015 12:00:00 AM,,
1936,1000,1,,SAR,شيك رقم 2243 نقل كفالة 2000علي الإدارة 1000علي الموظف,2,4/8/2015 12:00:00 AM,5/29/2015 12:00:00 AM,,
1936,1000,1,,SAR,شيك رقم 2247 سلفة اجراء نقل كفالة بدون تصديق خطاب التنازل,2,4/8/2015 12:00:00 AM,6/9/2015 12:00:00 AM,,
1931,3200,1,,SAR,تجديد اقامو احمد فضل ضمن شيك رقم 1964,2,4/8/2015 12:00:00 AM,6/17/2015 12:00:00 AM,,
1941,5000,1,,SAR,شيك رقم 2242 نقل كفالة وتغيير مهنة علي محسن الشرفي,2,4/8/2015 12:00:00 AM,5/27/2015 12:00:00 AM,,
1946,8000,1,,SAR,شيك رقم 2253 رسوم نقل + تغيير مهنة + اجراء نقل بدون تصديق,2,4/8/2015 12:00:00 AM,6/16/2015 12:00:00 AM,,
1945,3000,1,,SAR,شيك رقم 2258 رسوم نقل + رسوم تغيير مهنة,2,4/8/2015 12:00:00 AM,6/18/2015 12:00:00 AM,,
1945,3200,1,,SAR,شيك رقم 2263 تجديد اقامة,2,4/14/2015 12:00:00 AM,7/1/2015 12:00:00 AM,,
1946,3200,1,,SAR,شيك رقم 2297 سلفة من الإدارة علي وضاح تخصم 500ريال شهريا,2,6/3/2015 12:00:00 AM,8/1/2015 12:00:00 AM,,
1945,1000,1,,SAR,سلفة نقدية من المحل بسند صرف رقم,2,6/14/2015 12:00:00 AM,9/1/2015 12:00:00 AM,,
1128,3500,1,,SAR,حوالة نقدية رقم p -001227138  محولة كسلفة علي محمد سالم من عرب مول الذهب,2,7/2/2015 12:00:00 AM,9/1/2015 12:00:00 AM,,
1954,2400,1,,SAR,صرف سلفة ضمن شيك رقم 2014 قيمة  ماتدفعة المؤسسة تامين 20%  للافراد المؤمنيين عليهم خارج المؤسسة,2,7/8/2015 12:00:00 AM,9/1/2015 12:00:00 AM,,
1958,10200,1,,SAR,شيك رقم 2294 نقل كفالة (6000) + (1000) تغيير مهنة +3200تجديد,2,7/8/2015 12:00:00 AM,9/1/2015 12:00:00 AM,,
1954,1633,1,,SAR,قيمة خصم 7 ايام من شهر 1436/09 لقيامة باجازة بتاريخ 1436/09/24 وصرف الراتب كاملا,2,7/16/2015 12:00:00 AM,10/1/2015 12:00:00 AM,,
1973,6200,1,,SAR,شيك رقم 2314 نقل كفالة  (4000)وتغيير مهنة(1000)  وتجديد (3200) وصل منها 2000نقد,2,8/5/2015 12:00:00 AM,10/5/2015 12:00:00 AM,,
1964,10200,1,,SAR,شيك رقم 2330 رسوم نقل (6000) تغير مهمة ( 1000) تجديد (3200),2,8/5/2015 12:00:00 AM,10/1/2015 12:00:00 AM,,
1964,1100,1,,SAR,سند صرف نقدي رقم 565 غرامة تاخير,2,8/5/2015 12:00:00 AM,10/11/2015 12:00:00 AM,,
1128,300,1,,SAR,خصم قيمة العلاوة المصروفة له في شهر 1436/09 ( كانت بغرض التامين),2,8/9/2015 12:00:00 AM,10/1/2015 12:00:00 AM,,
1988,1500,1,,SAR,سند صرف نقدي  رقم 694 من  صندوق الادارة سلفة شخصية حسب المرفقات,2,9/16/2015 12:00:00 AM,12/1/2015 12:00:00 AM,,
1988,9000,1,,SAR,شيك رقم 2419 سلفة شراء سيارة,2,10/18/2015 12:00:00 AM,1/1/2016 12:00:00 AM,,
1988,1000,1,,SAR,سلفة شخصية تخصم من شهر محرم 1437 هـ كاملة - سند صرف 785,2,10/26/2015 12:00:00 AM,1/1/2016 12:00:00 AM,,
2001,1500,1,,SAR,شخصية تسدد على شهرين من ربيع تانى 1437هـ- سند صرف 0097,2,1/16/2016 12:00:00 AM,4/1/2016 12:00:00 AM,,
1975,8800,1,,SAR,تكملة نقل كفالة+باقى سلفة قديمة حسب المرفق- شيك 2515,2,2/1/2016 12:00:00 AM,5/1/2016 12:00:00 AM,,
2010,3000,1,,SAR,لتكملة نقل الكفالة وتغيير المهنة تسدد 500 ريال شهريا - شيك 2539,2,2/25/2016 12:00:00 AM,5/1/2016 12:00:00 AM,,
2011,2000,1,,SAR,لتكملة نقل الكفالة وتغيير المهنة تسدد500 ريال شهريا - شيك 2540,2,2/25/2016 12:00:00 AM,5/1/2016 12:00:00 AM,,
2012,5000,1,,SAR,لنقل الكفالة وتغيير المهنة تسدد500 ريال شهريا - شيك 2541,2,2/25/2016 12:00:00 AM,5/1/2016 12:00:00 AM,,
2013,5000,1,,SAR,لنقل الكفالة وتغيير المهنة تسدد500 ريال شهريا - شيك 2542,2,2/25/2016 12:00:00 AM,5/1/2016 12:00:00 AM,,
2013,3250,1,,SAR,لتجديد الاقامة تسدد 500 ريال شهريا بدءا من جماد أول 143 - شيك2547,2,3/3/2016 12:00:00 AM,5/1/2016 12:00:00 AM,,
2042,7000,1,,SAR,لنقل الكفالة وتغيير المهنة تسدد بدءا من رجب1437 هـ _شيك 2574,2,4/16/2016 12:00:00 AM,7/1/2016 12:00:00 AM,,
2040,4000,1,,SAR,لنقل الكفالة تسدد 500 ريال شهريا بدءا من رجب1437- شيك 2573,2,4/16/2016 12:00:00 AM,7/1/2016 12:00:00 AM,,
2035,5000,1,,SAR,لنقل الكفالة وتغيير المهنة تسدد500 شهريا من رجب 1437_شيك 2575,2,4/16/2016 12:00:00 AM,7/1/2016 12:00:00 AM,,
2037,4500,1,,SAR,تكملة نقل الكفالة وتغيير المهنة تسدد بدءا من رجب1437 _ شيك 2572,2,4/16/2016 12:00:00 AM,7/1/2016 12:00:00 AM,,
2044,4000,1,,SAR,سلفة نقل كفالة للمرة الثانية بشيك رقم 1130,2,5/1/2016 12:00:00 AM,8/1/2016 12:00:00 AM,,
2045,500,1,,SAR,سلفة شخصية بسند صرف نقدي من الصندوق رقم 468,2,5/25/2016 12:00:00 AM,8/16/2016 12:00:00 AM,,
2035,4250,1,,SAR,سلفة تجديد اقامة + 1000 غرامة بشيك رقم 692,2,5/25/2016 12:00:00 AM,8/1/2016 12:00:00 AM,,
2043,417,1,,SAR,قيمة المدفوع من راتب شهر 1437/8 عن اخده للاجازة 5 ايام,2,6/4/2016 12:00:00 AM,9/1/2016 12:00:00 AM,,
2056,5000,1,,SAR,سلفة نقل كفالة وتغير مهنة بشيك رقم 1295 من ح ابوعريش 1,2,6/5/2016 12:00:00 AM,9/1/2016 12:00:00 AM,,
2059,7000,1,,SAR,سلفة نقل كفالة وتغير مهنه بشيك رقم 2616 من ح الادارة,2,6/9/2016 12:00:00 AM,9/4/2016 12:00:00 AM,,
2067,3000,1,,SAR,سلفة نقل كفالة وتغير مهنة بشيك رقم 2615 من ح الادارة,2,6/9/2016 12:00:00 AM,9/4/2016 12:00:00 AM,,
2066,3000,1,,SAR,سلفة نقل كفالة وتغير مهنة بشيك رقم 2617 من ح الادارة,2,6/9/2016 12:00:00 AM,9/4/2016 12:00:00 AM,,
2054,3000,1,,SAR,سلفة بشهر 1437/9 نقل كفالة بشيك رقم 2630 من ح 107 الادارة,2,6/23/2016 12:00:00 AM,9/18/2016 12:00:00 AM,,
2050,5000,1,,SAR,سلفة بشهر 1437/9 نقل كفالة الموظف بشيك رقم 2631 ح 107 الادارة,2,6/23/2016 12:00:00 AM,9/18/2016 12:00:00 AM,,
2057,3000,1,,SAR,سلفة بشهر 1437/9 نقل كفالة الموظف بشيك رقم 2633 ح 107 الادارة,2,6/23/2016 12:00:00 AM,9/18/2016 12:00:00 AM,,
2051,7000,1,,SAR,سلفة بشهر 1437/9 نقل كفالة الموظف بشيك رقم 2632 ح 107 الادارة,2,6/23/2016 12:00:00 AM,9/18/2016 12:00:00 AM,,
2070,3000,1,,SAR,سلفة بشهر 1437/9 نقل كفالة بشيك رقم 2634 من ح 107,2,6/25/2016 12:00:00 AM,9/20/2016 12:00:00 AM,,
2059,3750,1,,SAR,سلفة بشهر 1437/9 تجديد اقامة بشيك رقم 2637 من ح 107,2,6/27/2016 12:00:00 AM,10/1/2016 12:00:00 AM,,
2089,9000,1,,SAR,سلفة شخصية بشهر 2016/8 استلمها نقدا من الفرع بسند صرف رقم 18548,2,8/23/2016 12:00:00 AM,11/20/2016 12:00:00 AM,,
2073,5000,1,,SAR,سلفة نقل كفالة بشهر 2016/9 وتغير مهنه بشيك 1357,2,9/7/2016 12:00:00 AM,12/7/2016 12:00:00 AM,,
2076,2000,1,,SAR,سلفة نقل كفالة بشهر 2016/9 بشيك رقم 2689 من ح 107,2,9/7/2016 12:00:00 AM,12/7/2016 12:00:00 AM,,
2091,3000,1,,SAR,سلفة نقل كفالة بشهر 2016/9 بشيك رقم 903 من فرع بازار الحجاز,2,9/21/2016 12:00:00 AM,12/21/2016 12:00:00 AM,,
2092,5000,1,,SAR,سلفة نقل كفالة وتغير مهنه بشهر 2016/9 بشيك رقم 66 من فرع محايل3,2,9/26/2016 12:00:00 AM,1/1/2017 12:00:00 AM,,
2082,3250,1,,SAR,سلفة تجديد الاقامة بشهر 2016/7 بشيك 2697 تعلق لحين اشعار اخر,2,9/26/2016 12:00:00 AM,1/1/2017 12:00:00 AM,,
2082,2500,1,,SAR,سلفة شخصية بشهر 2016/9 لسدد رسوم المرافقين بشيك رقم 2698 من ح 107,2,9/26/2016 12:00:00 AM,1/1/2017 12:00:00 AM,,
2089,7000,1,,SAR,سلفة نقل كفالة بشهر 2016/10 بشيك رقم 2672,2,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,,
2083,3000,1,,SAR,سلفة نقل كفالة بشهر 2016/10 بشيك رقم 2204,2,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,,
2088,5000,1,,SAR,سلفة نقل كفالة بشهر 2016/10 بشيك 933,2,10/8/2016 12:00:00 AM,1/8/2017 12:00:00 AM,,
2086,1000,1,,SAR,سلفة شخصية بشهر 2016/10 بسند صرف رقم 823,2,10/20/2016 12:00:00 AM,1/20/2017 12:00:00 AM,,
2100,4000,1,,SAR,سلفة نقل كفالة بشهر 2016/10 بشيك رقم 2220,2,10/24/2016 12:00:00 AM,1/24/2017 12:00:00 AM,,
2094,3000,1,,SAR,سلفنة نقل كفالة بشهر 2016/10 بحوالة اون لاين مرجع 005503751 من ح الادارة 107,2,10/29/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,
2082,1500,1,,SAR,سلفة شخصية بسند صرف رقم 863 نقدا,2,10/29/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,
2092,3250,1,,SAR,سلفة تجديد الاقامة بشهر 2016/11 تحويل اون لاين من فرع محايل عسير 3,2,11/3/2016 12:00:00 AM,2/3/2017 12:00:00 AM,,
2086,2000,1,,SAR,سلفة شخصية بشهر 2016/11 بسند صرف 926 من صندوق الادارة,2,11/15/2016 12:00:00 AM,2/15/2017 12:00:00 AM,,
2104,2500,1,,SAR,سلفة شخصية بشهر 2016-12 بشيك رقم 1718 من حساب الادارة,2,12/15/2016 12:00:00 AM,3/15/2017 12:00:00 AM,,
1643,4000,1,,SAR,,2,12/25/2016 12:00:00 AM,3/1/2017 12:00:00 AM,,
2120,500,1,,SAR,سلفة شخصية بشهر 1-2017 بسند صرف رقم 35 من صندوق الادارة,2,1/12/2017 12:00:00 AM,4/12/2017 12:00:00 AM,,
2113,5000,1,,SAR,سلفة نقل كفالة بشهر 1-2017 تحويل اون لاين من الادارة 903,2,1/18/2017 12:00:00 AM,4/18/2017 12:00:00 AM,,
2128,5000,1,,SAR,سلفة نقل كفالة بشهر 1-2017 تحويل اون لاين من الادارة 903,2,1/18/2017 12:00:00 AM,4/18/2017 12:00:00 AM,,
2125,8000,1,,SAR,سلفة شخصية بشهر 1-2017 تحويل اون لاين من الادارة 107,2,1/22/2017 12:00:00 AM,4/22/2017 12:00:00 AM,,
2106,750,1,,SAR,مقابل 3 ايام استلم راتبها عن شهر 12-2016 ولم يداوم فيها,2,1/22/2017 12:00:00 AM,4/22/2017 12:00:00 AM,,
2126,4000,1,,SAR,سلفة نقل كفالة بشهر 1-2017 تحويل اون لاين من الادارة 107,2,1/24/2017 12:00:00 AM,4/24/2017 12:00:00 AM,,
2125,5000,1,,SAR,سلفة نقل كفالة بشهر 1 -2017 تحويل اون لاين من الادارة 107,2,1/24/2017 12:00:00 AM,4/24/2017 12:00:00 AM,,
2128,5000,1,,SAR,سلفة شخصية بشهر 2 -2017 تحويل اون لاين من حساب الادارة 903,2,2/5/2017 12:00:00 AM,5/5/2017 12:00:00 AM,,
2141,5000,1,,SAR,سلفة نقل كفالة بشهر 2 -2017 تحويل اون لاين من فرع المدينة 4,2,2/8/2017 12:00:00 AM,5/8/2017 12:00:00 AM,,
2121,3000,1,,SAR,سلفة نقل كفالة بشهر 2 -2017 تحويل اون لاين,2,2/8/2017 12:00:00 AM,5/8/2017 12:00:00 AM,,
2122,2000,1,,SAR,سلفة نقل كفالة بشهر 2 -2017 تحويل اون لاين,2,2/12/2017 12:00:00 AM,5/12/2017 12:00:00 AM,,
2114,4000,1,,SAR,سلفة نقل كفالة 2017-2 تحويل اون لاين,2,2/15/2017 12:00:00 AM,5/15/2017 12:00:00 AM,,
2121,1500,1,,SAR,سلفة شخصية بشهر 2 -2017 بسند صرف من الادارة رقم 135,2,2/16/2017 12:00:00 AM,5/16/2017 12:00:00 AM,,
2134,4000,1,,SAR,سلفة نقل كفالة بشهر 2 -2017 تحويل اون لاين من ح الادارة 903,2,2/16/2017 12:00:00 AM,5/16/2017 12:00:00 AM,,
2133,5000,1,,SAR,سلفة نقل كفالة بشهر 1 -2017 تحويل اون لاين,2,2/18/2017 12:00:00 AM,5/18/2017 12:00:00 AM,,
2130,2000,1,,SAR,سلفة نقل كفالة بشهر 2 -2017 تحويل اون لاين,2,2/21/2017 12:00:00 AM,5/21/2017 12:00:00 AM,,
2134,1000,1,,SAR,سلفة شخصية بشهر 2 -2017 تحويل اون لاين من حساب الادارة 107,2,2/22/2017 12:00:00 AM,6/22/2017 12:00:00 AM,,
2119,5000,1,,SAR,سلفة نقل كفالة بشهر 2 -2017 تحويل اون لاين من حساب الاهدل 1,2,2/22/2017 12:00:00 AM,5/22/2017 12:00:00 AM,,
2112,4000,1,,SAR,سلفة نقل كفالة بشهر 2 -2017 تحويل اون لاين من حساب جيزان2,2,2/22/2017 12:00:00 AM,5/22/2017 12:00:00 AM,,
2121,500,1,,SAR,غرامة تأخير تجديد الاقامة بشهر 3 -2017 تحويل اون لاين,2,3/7/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,
2121,3250,1,,SAR,سلفة تجديد الاقامة بشهر 3-2017 تحويل اون لاين تعلق بحسب النظام الجديد,2,3/7/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,
2125,2000,1,,SAR,سلفة شخصية بشهر 3-2017 تحويل اون لاين من فرع المدينة 1,2,3/15/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,
2121,2300,1,,SAR,سلفة شخصية بشهر 3-2017 من صندوق الفرع سوق هاشم 2,2,3/16/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,
2147,267,1,,SAR,مقابل يومين لم يداوم فيها من شهر2-2017 واستلم راتبها - المدينة 10,2,3/21/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,
2122,3250,1,,SAR,تجديد الاقامة حسب النظام الجديد بشهر 3-2017 تحويل اون لاين الاهدل44444,2,3/22/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,
2148,3000,1,,SAR,سلفة نقل كفالة بشهر 3-2017 سداد اون لاين - المدينة 4,2,3/25/2017 12:00:00 AM,7/1/2017 12:00:00 AM,,
2147,4000,1,,SAR,سلفة نقل كفالة بشهر 3-2017 سداد اون لاين - المدينة 10,2,3/25/2017 12:00:00 AM,7/1/2017 12:00:00 AM,,
2128,1000,1,,SAR,سلفة شخصية بشهر 4-2017 بسند صرف رقم 253من صندوق الادارة -2128-,2,4/9/2017 12:00:00 AM,7/1/2017 12:00:00 AM,,
2152,3250,1,,SAR,سلفة تجديد الاقامة عن طريق كفيلة السابق تحويل اون لاين بشهر 4-2017 الادارة,2,4/24/2017 12:00:00 AM,7/1/2017 12:00:00 AM,,
2153,3000,1,,SAR,سلفة نقل كفالة بشهر 4-2017 تحويل اون لاين الادارة,2,4/26/2017 12:00:00 AM,7/1/2017 12:00:00 AM,,
